Title,Date
"Friends: Temporada 3: El campeón de lucha libre","22/6/17"
"Friends: Temporada 3: La cosa de Ross","22/6/17"
"Friends: Temporada 3: El gritón","22/6/17"
"Friends: Temporada 3: La pollita y el pato","22/6/17"
"Friends: Temporada 3: La casa de muñecas","22/6/17"
"Friends: Temporada 3: La camiseta diminuta","22/6/17"
"Friends: Temporada 3: La cinta de hipnosis","22/6/17"
"Friends: Temporada 3: Todos vamos a esquiar menos uno","22/6/17"
"Friends: Temporada 3: Al día siguiente","22/6/17"
"Friends: Temporada 3: Ross y Rachel se dan un respiro","22/6/17"
"Friends: Temporada 3: La excompañera de Phoebe","21/6/17"
"Amigos con dinero","21/6/17"
"Adultos Primerizos","21/6/17"
"Friends: Temporada 3: Monica y Richard se hacen amigos","21/6/17"
"Friends: Temporada 3: Loco de celos","21/6/17"
"Friends: Temporada 3: El olvido de Chandler","21/6/17"
"Friends: Temporada 3: Rachel renuncia","21/6/17"
"Friends: Temporada 3: El partido de futbol","21/6/17"
"Friends: Temporada 3: El instrumento gigante","21/6/17"
"Friends: Temporada 3: La cama con forma de auto","21/6/17"
"Friends: Temporada 3: Sucesos del pasado","21/6/17"
"Friends: Temporada 3: Frank hijo","20/6/17"
"Friends: Temporada 3: El túnel metafórico","20/6/17"
"Kurt Seyit ve Şura: Temporada 1: Episodio 7","20/6/17"
"Kurt Seyit ve Şura: Temporada 1: Episodio 6","20/6/17"
"Friends: Temporada 3: El de la jalea","20/6/17"
"Friends: Temporada 3: Cuando nadie está listo","20/6/17"
"Friends: Temporada 3: La fantasía de la princesa Leia","20/6/17"
"Friends: Temporada 2: La boda de Barry y Mindy","20/6/17"
"Friends: Temporada 2: El de la viruela","20/6/17"
"Velvet: Temporada 2: Una boda y un funeral","20/6/17"
"Velvet: Temporada 1: Cuenta atrás","20/6/17"
"Friends: Temporada 2: Las dos fiestas","20/6/17"
"Friends: Temporada 2: Los bravucones","20/6/17"
"Friends: Temporada 2: Cuando muere el gruñón","20/6/17"
"Friends: Temporada 2: Cuando Eddie no quiere irse","20/6/17"
"Friends: Temporada 2: Cuando muere el Dr. Ramoray","20/6/17"
"Friends: Temporada 2: Cuando llega Eddie","20/6/17"
"Friends: Temporada 2: Joey se muda","20/6/17"
"Friends: Temporada 2: El reencuentro de Ross y Rachel","20/6/17"
"Friends: Temporada 2: El video del baile","20/6/17"
"Nunca me abandones","18/6/17"
"Un día sin mexicanos","17/6/17"
"Comer, rezar, amar","17/6/17"
"La decisión más difícil","17/6/17"
"La última ola","17/6/17"
"How to Get Away With Murder: Temporada 2: Algo malo pasó","17/6/17"
"How to Get Away With Murder: Temporada 2: Es una trampa","17/6/17"
"How to Get Away With Murder: Temporada 2: Ella nos odia","17/6/17"
"How to Get Away With Murder: Temporada 2: ¿Qué te pasó, Annalise?","17/6/17"
"How to Get Away With Murder: Temporada 2: ¿Qué hicimos?","17/6/17"
"El fin del sueño americano","16/6/17"
"Amor.com","16/6/17"
"Tormenta de arena","16/6/17"
"Ramona y Beezus","16/6/17"
"Volver A Empezar","16/6/17"
"Velvet: Temporada 1: La noche de la reina","15/6/17"
"Velvet: Temporada 1: Terciopelo azul","15/6/17"
"Velvet: Temporada 1: Nada es tan sencillo","15/6/17"
"Velvet: Temporada 1: Aléjate de mí","15/6/17"
"How to Get Away With Murder: Temporada 2: Hola, soy Philip","11/6/17"
"How to Get Away With Murder: Temporada 2: Quiero que mueras","11/6/17"
"How to Get Away With Murder: Temporada 2: Dos pájaros de Millstone","11/6/17"
"How to Get Away With Murder: Temporada 2: Te presento a Bonnie","11/6/17"
"How to Get Away With Murder: Temporada 2: A las malas las apuñalan","11/6/17"
"Orange Is the New Black: Temporada 3: No me hagas regresar ahí","10/6/17"
"Velvet: Temporada 2: La noche de los alfileres","10/6/17"
"How to Get Away With Murder: Temporada 2: Se llama pulpo","10/6/17"
"Mommy","9/6/17"
"El señor Young: Temporada 1: Sr. Meteoro","8/6/17"
"Friends: Temporada 2: Después del Superbowl (Parte 2)","2/6/17"
"Friends: Temporada 2: Después del Superbowl (Parte 1)","2/6/17"
"El señor Young: Temporada 1: Sr. Shakespeare","2/6/17"
"Friends: Temporada 2: Boda de lesbianas","1/6/17"
"El caza recompensas","1/6/17"
"Designated Survivor: Temporada 1: La confesión","1/6/17"
"El señor Young: Temporada 1: Sr. Hermano mayor","1/6/17"
"Designated Survivor: Temporada 1: El primer día","1/6/17"
"El señor Young: Temporada 1: Sr. Bailarina","1/6/17"
"El señor Young: Temporada 1: Sr. Talento","1/6/17"
"Designated Survivor: Temporada 1: Piloto","1/6/17"
"El señor Young: Temporada 1: Sr. Honesto","31/5/17"
"El señor Young: Temporada 1: Sr. Inventor","31/5/17"
"Las chicas del cable: Temporada 1: Capítulo 8: El amor","30/5/17"
"Las chicas del cable: Temporada 1: Capítulo 7: La pérdida","30/5/17"
"Arrow: Temporada 3: Tensa tu arco","29/5/17"
"Velvet: Temporada 1: La decisión de Alberto","29/5/17"
"Velvet: Temporada 1: El día después","29/5/17"
"Macho","29/5/17"
"Velvet: Temporada 1: París","29/5/17"
"Fuerza Necaxa: Temporada 1: Episodio 1","28/5/17"
"Velvet: Temporada 1: Entre dos mujeres","28/5/17"
"Velvet: Temporada 1: El diseñador","28/5/17"
"Get Smart","28/5/17"
"10 cosas que odio de ti","27/5/17"
"Las chicas del cable: Temporada 1: Capítulo 6: La familia","27/5/17"
"Las ventajas de ser invisible","26/5/17"
"Las chicas del cable: Temporada 1: Capítulo 5: El pasado","26/5/17"
"Las chicas del cable: Temporada 1: Capítulo 4: Los sentimientos","26/5/17"
"Las chicas del cable: Temporada 1: Capítulo 3: Las mentiras","26/5/17"
"Las chicas del cable: Temporada 1: Capítulo 2: Los recuerdos","25/5/17"
"Las chicas del cable: Temporada 1: Capítulo 1: Los sueños","25/5/17"
"Canción de amor","25/5/17"
"Friends: Temporada 2: Ross y Russ","24/5/17"
"Friends: Temporada 2: El papá de Phoebe","24/5/17"
"El abogado del mal","22/5/17"
"Kurt Seyit ve Şura: Temporada 1: Episodio 5","22/5/17"
"Kurt Seyit ve Şura: Temporada 1: Episodio 4","22/5/17"
"Kurt Seyit ve Şura: Temporada 1: Episodio 3","22/5/17"
"Guía de un gamer para casi todo: Temporada 1: El incidente","21/5/17"
"Guía de un gamer para casi todo: Temporada 1: El examen de conducir","21/5/17"
"Away & Back","20/5/17"
"How to Get Away With Murder: Temporada 2: Ella está muriendo","19/5/17"
"How to Get Away With Murder: Temporada 2: Hora de seguir adelante","19/5/17"
"How to Get Away With Murder: Temporada 1: Todo es mi culpa","19/5/17"
"Kurt Seyit ve Şura: Temporada 1: Episodio 2","19/5/17"
"Kurt Seyit ve Şura: Temporada 1: Episodio 1","19/5/17"
"Nerve","19/5/17"
"Muy parecido al amor","17/5/17"
"El peor año de mi vida, ¡otra vez!: Temporada 1: Episodio 4","17/5/17"
"El peor año de mi vida, ¡otra vez!: Temporada 1: Episodio 3","17/5/17"
"El peor año de mi vida, ¡otra vez!: Temporada 1: Episodio 2","16/5/17"
"Simplemente Manu NNa","16/5/17"
"Guía de un gamer para casi todo: Temporada 1: Baño de Sangre Psico-Zombi","15/5/17"
"Guía de un gamer para casi todo: Temporada 1: La broma del siglo","15/5/17"
"How to Get Away With Murder: Temporada 1: La noche en que Lila murió","15/5/17"
"How to Get Away With Murder: Temporada 1: Mamá está aquí ahora","15/5/17"
"How to Get Away With Murder: Temporada 1: Ella es una asesina","15/5/17"
"Guía de un gamer para casi todo: Temporada 1: El Sponsor","14/5/17"
"El señor Young: Temporada 1: Sr. ADN","14/5/17"
"How to Get Away With Murder: Temporada 1: La mejor Navidad de todas","14/5/17"
"How to Get Away With Murder: Temporada 1: Hola Raskolnikov","14/5/17"
"How to Get Away With Murder: Temporada 1: Mátame, mátame, mátame","14/5/17"
"27 bodas","13/5/17"
"Un show más: Temporada 6: El saxofón triste","13/5/17"
"Un show más: Temporada 6: Mordecai y Rigby en Australia","13/5/17"
"Un show más: Temporada 6: Feliz Navidad, Mordecai","13/5/17"
"El señor Young: Temporada 1: Sr. Detención","13/5/17"
"El señor Young: Temporada 1: Sr. Robot","13/5/17"
"El señor Young: Temporada 1: Sr. Más joven","13/5/17"
"El señor Young: Temporada 1: Sr. Young","13/5/17"
"El peor año de mi vida, ¡otra vez!: Temporada 1: Episodio 1","13/5/17"
"13 Reasons Why: Más allá de las razones","11/5/17"
"13 Reasons Why: Temporada 1: Casete seis, lado B","11/5/17"
"13 Reasons Why: Temporada 1: Casete seis, lado A","10/5/17"
"13 Reasons Why: Temporada 1: Casete cinco, lado B","10/5/17"
"13 Reasons Why: Temporada 1: Casete cinco, lado A","10/5/17"
"13 Reasons Why: Temporada 1: Casete cuatro, lado B","10/5/17"
"13 Reasons Why: Temporada 1: Casete cuatro, lado A","9/5/17"
"13 Reasons Why: Temporada 1: Casete tres, lado B","9/5/17"
"13 Reasons Why: Temporada 1: Casete tres, lado A","9/5/17"
"13 Reasons Why: Temporada 1: Casete dos, lado B","8/5/17"
"Narcos: Temporada 1: Descenso","8/5/17"
"13 Reasons Why: Temporada 1: Casete dos, lado A","8/5/17"
"El galope salvaje","7/5/17"
"How to Get Away With Murder: Temporada 1: Él tiene una esposa","7/5/17"
"How to Get Away With Murder: Temporada 1: Él merecía morir","7/5/17"
"At Any Price","7/5/17"
"How to Get Away With Murder: Temporada 1: Maldito guacamole","7/5/17"
"How to Get Away With Murder: Temporada 1: No somos amigos","7/5/17"
"El Lórax: En busca de la trúfula perdida","6/5/17"
"Spirit: El corcel indomable","6/5/17"
"Bolt: Un perro fuera de serie","6/5/17"
"Handsome: Una película de misterio de Netflix","6/5/17"
"How to Get Away With Murder: Temporada 1: Vamos a llegar a sacar con la pala","4/5/17"
"Gimme Shelter","4/5/17"
"How to Get Away With Murder: Temporada 1: Sonreír o ir a la cárcel","4/5/17"
"How to Get Away With Murder: Temporada 1: Es todo culpa de ella","4/5/17"
"How to Get Away With Murder: Temporada 1: Piloto","4/5/17"
"13 Reasons Why: Temporada 1: Casete uno, lado B","3/5/17"
"Crímenes americanos: Temporada 1: El veredicto","3/5/17"
"Crímenes americanos: Temporada 1: Maná del Cielo","3/5/17"
"Crímenes americanos: Temporada 1: Un jurado en la cárcel","3/5/17"
"Crímenes americanos: Temporada 1: Teorías de conspiración","2/5/17"
"¿Qué voy a hacer con mi marido?","28/4/17"
"Crímenes americanos: Temporada 1: Marcia, Marcia, Marcia","28/4/17"
"Crímenes americanos: Temporada 1: La carta racista","28/4/17"
"Un viaje de diez metros","27/4/17"
"Crímenes americanos: Temporada 1: Maestría internacional","27/4/17"
"Crímenes americanos: Temporada 1: El equipo de ensueño","27/4/17"
"Guía de un gamer para casi todo: Temporada 1: El Espíritu Escolar del Huevo","25/4/17"
"Guía de un gamer para casi todo: Temporada 1: Arriba la rival","25/4/17"
"Guía de un gamer para casi todo: Temporada 1: La Fiesta del Pudín","25/4/17"
"Sons of Anarchy: Temporada 1: Piloto","25/4/17"
"Guía de un gamer para casi todo: Temporada 1: Club de gamers","25/4/17"
"Vikingos: Temporada 1: Ritos de iniciación","24/4/17"
"Tramps","24/4/17"
"Guía de un gamer para casi todo: Temporada 1: La silla","24/4/17"
"Sanjay y Craig: Temporada 2: El ingrediente se-craig-to / Flaberinto","24/4/17"
"Sanjay y Craig: Temporada 2: Detectives en acción / Cabeza de domo","24/4/17"
"Acampados: Temporada 1: Las normas del campamento","23/4/17"
"Acampados: Temporada 1: Perdida","23/4/17"
"Acampados: Temporada 1: Bienvenidos al campamento Kikiwaka","23/4/17"
"Cómo conocí a tu madre: Temporada 7: La verdad al desnudo","23/4/17"
"Sanjay y Craig: Temporada 2: TuffCon / Papás domesticados","23/4/17"
"Cómo conocí a tu madre: Temporada 7: El padrino","22/4/17"
"Cómo conocí a tu madre: Temporada 6: Desafío aceptado","22/4/17"
"Sanjay y Craig: Temporada 2: Sabuesos de gloria / Felices de estar tristes","21/4/17"
"Sanjay y Craig: Temporada 2: Craig, el extraterrestre / Los Googas","21/4/17"
"El sorprendente Hombre Araña","20/4/17"
"Cercana obsesión","20/4/17"
"Sanjay y Craig: Temporada 2: El día de gritar / Fiesta de pijamas","19/4/17"
"Sanjay y Craig: Temporada 2: D.I.N.K./ Debbie Peligrosa","19/4/17"
"Sanjay y Craig: Temporada 2: Street Dogg","18/4/17"
"Sanjay y Craig: Temporada 2: Adorables fieras / Invasores de espacio","18/4/17"
"Sanjay y Craig: Temporada 2: Los dientes perdidos / El conquistador","18/4/17"
"Sanjay y Craig: Temporada 2: Los reyes de los niños / Ek de Hector","18/4/17"
"Sanjay y Craig: Temporada 2: Amigos Salvajes / El reto de los pantalones","18/4/17"
"Sanjay y Craig: Temporada 2: Meseros fiesteros / El súper salpullido","18/4/17"
"Sanjay y Craig: Temporada 2: Gasmanía / La Tosa","18/4/17"
"Better Call Saul: Temporada 2: La tarta de luna llena","17/4/17"
"Better Call Saul: Temporada 2: Gran cambio","17/4/17"
"Sanjay y Craig: Temporada 2: Los cuentos de terror de Tufflips","17/4/17"
"Sanjay y Craig: Temporada 2: Los Bebes de Barfy / Traseros Quemados","17/4/17"
"Sanjay y Craig: Temporada 2: Glamorosas / Carrera espacial","17/4/17"
"Sanjay y Craig: Temporada 2: Sin camisas / El nombre de la vergüenza","17/4/17"
"Sanjay y Craig: Temporada 2: El jefe de la salsa picante / La piscina fantasma","17/4/17"
"Sanjay y Craig: Temporada 1: Navegando por el río / Nitan punk","17/4/17"
"Sanjay y Craig: Temporada 1: La historia de dos Serpientos","17/4/17"
"Sanjay y Craig: Temporada 1: Susan Salivazo / Los reyes de la patineta","17/4/17"
"Sanjay y Craig: Temporada 1: Reversos / Relajado Bill","17/4/17"
"Grace and Frankie: Temporada 1: Los secretos","13/4/17"
"Sanjay y Craig: Temporada 1: Timados / Viejos decrépitos","12/4/17"
"Sanjay y Craig: Temporada 1: El día de la serpiente / La bestia de espinas","12/4/17"
"Sanjay y Craig: Temporada 1: Moco Johnson / Héroes de sueños","12/4/17"
"Sanjay y Craig: Temporada 1: Un vaso de universo / Estás en problemas","12/4/17"
"Sanjay y Craig: Temporada 1: Reto Doble Familiar / Pizza de la calle","12/4/17"
"Sanjay y Craig: Temporada 1: Gasecito / Catapulta Kung Fu","12/4/17"
"Tío Grandpa: Temporada 1: Cortos de directores invitados","12/4/17"
"Ingobernable: Temporada 1: Momento de decisión","10/4/17"
"Ingobernable: Temporada 1: El interés de la justicia","10/4/17"
"Ingobernable: Temporada 1: La muerte pide permiso","10/4/17"
"Tío Grandpa: Temporada 1: El fan","10/4/17"
"Tío Grandpa: Temporada 1: La galleta de la mala fortuna","10/4/17"
"Tío Grandpa: Temporada 1: Tío zombi","10/4/17"
"Ingobernable: Temporada 1: El rostro del asesino","10/4/17"
"The Stolen Years","9/4/17"
"Todo es relativo","9/4/17"
"Another Forever","8/4/17"
"Sadece Sen","8/4/17"
"Abstract: The Art of Design: Temporada 1: Paula Scher: Diseño gráfico","8/4/17"
"Mi aventura en África","7/4/17"
"Sanjay y Craig: Temporada 1: El apagón / Reu-Noodman familiar","7/4/17"
"Sanjay y Craig: Temporada 1: Lago desnudo / Bebé destrucción","6/4/17"
"Ingobernable: Temporada 1: Las reglas del juego","6/4/17"
"Ingobernable: Temporada 1: El Grito","6/4/17"
"Skylanders Academy: Temporada 1: ¡Skylanders, únanse!","6/4/17"
"Sanjay y Craig: Temporada 1: Los Invomitables / A jugar","6/4/17"
"Un show más: Temporada 6: El almuerzo de los encargados de parques","5/4/17"
"Un show más: Temporada 6: El intercambio de regalos sorpresa","5/4/17"
"Un show más: Temporada 6: El fin de Musculoso","5/4/17"
"Un show más: Temporada 6: Carga con la espalda","5/4/17"
"Un show más: Temporada 6: Conflictos paternos","5/4/17"
"Desde mi cielo","5/4/17"
"Sanjay y Craig: Temporada 1: Policías COPS / Dinero congelado","5/4/17"
"Llámame Francisco: Temporada 1: El corazón que escucha","4/4/17"
"Agente K.C.: Temporada 1: Piloto","3/4/17"
"Llámame Francisco: Temporada 1: Nudos","2/4/17"
"Llámame Francisco: Temporada 1: Ni muerto, ni vivo","2/4/17"
"El amor perfecto no existe","2/4/17"
"Un padre no tan padre","2/4/17"
"NARUTO: Temporada 3: Mucho tiempo de no verte: Jiraiya regresa","1/4/17"
"NARUTO: Temporada 3: El jutsu del Cejotas, al estilo Sasuke","1/4/17"
"NARUTO: Temporada 6: ¡Háganme caso! ¡El gran reto de supervivencia!","1/4/17"
"NARUTO: Temporada 7: ¡Jutsu escondido! El precio del arte ninja: Kujaku","1/4/17"
"Naruto Shippuden: Temporada 1: De vuelta a casa","1/4/17"
"Ingobernable: Temporada 1: Memoria viva","1/4/17"
"Ingobernable: Temporada 1: El juramento","1/4/17"
"Ratatouille","1/4/17"
"Ingobernable: Temporada 1: Descenso al infierno","1/4/17"
"Mandela: El largo camino hacia la libertad","31/3/17"
"Sanjay y Craig: Temporada 1: Gorilón / Liberen al Craigan","31/3/17"
"Sueños imperiales","30/3/17"
"Monsters University","29/3/17"
"Amor eterno","29/3/17"
"La tribu arcoiris","29/3/17"
"Colmillo blanco","29/3/17"
"Ingobernable: Temporada 1: Bautismo de fuego","28/3/17"
"Ingobernable: Temporada 1: Causa de muerte","28/3/17"
"Decisiones extremas","27/3/17"
"Ingobernable: Temporada 1: La otra verdad","27/3/17"
"Ingobernable: Temporada 1: El pacto","27/3/17"
"Ingobernable: Temporada 1: Las deudas se pagan","27/3/17"
"Ingobernable: Temporada 1: La huida","27/3/17"
"Marvel - Iron Fist: Temporada 1: Golpe cañón de trueno ondulante","27/3/17"
"Marvel - Iron Fist: Temporada 1: Águila de sombras levanta vuelo","27/3/17"
"Marvel - Iron Fist: Temporada 1: La nieve cede, los pasos se abren","27/3/17"
"Merlí: Temporada 1: Nietzsche","27/3/17"
"Merlí: Temporada 1: Hume","27/3/17"
"Merlí: Temporada 1: Los sofistas","27/3/17"
"Merlí: Temporada 1: Los escépticos","27/3/17"
"Merlí: Temporada 1: Epicuro","27/3/17"
"Merlí: Temporada 1: Guy Debord","27/3/17"
"Merlí: Temporada 1: Foucault","27/3/17"
"Merlí: Temporada 1: Schopenhauer","27/3/17"
"Inquebrantable","27/3/17"
"MERLÍN: Temporada 1: Valiant","27/3/17"
"MERLÍN: Temporada 1: The Dragon's Call","27/3/17"
"Guía de un gamer para casi todo: Temporada 1: Piloto","26/3/17"
"100 Metros","26/3/17"
"Gloria","26/3/17"
"Sanjay y Craig: Temporada 1: Una Isla Trafical / Fiesta-bot","26/3/17"
"Sanjay y Craig: Temporada 1: El chico apestoso / Lobito","26/3/17"
"Sanjay y Craig: Temporada 1: Pesadilla en las alturas / Ser como Tufflips","25/3/17"
"Sanjay y Craig: Temporada 1: Denis el máximo / Ola de perros","25/3/17"
"El sueño de Walt","25/3/17"
"Perdiendo el norte","25/3/17"
"La delgada línea amarilla","25/3/17"
"Sanjay y Craig: Temporada 1: El Doctor Brett Veneno / Terremoto de risas","24/3/17"
"Boyhood: Momentos de una vida","24/3/17"
"Merlí: Temporada 1: Sócrates","18/3/17"
"American Crime: Temporada 1: Episodio 4","18/3/17"
"American Crime: Temporada 1: Episodio 3","18/3/17"
"American Crime: Temporada 1: Episodio 2","18/3/17"
"American Crime: Temporada 1: Episodio 1","18/3/17"
"Home: Las aventuras de Tip y Oh: Temporada 1: Familia / Santa-Oh","18/3/17"
"Merlí: Temporada 1: Aristóteles","17/3/17"
"Merlí: Temporada 1: Maquiavelo","17/3/17"
"Merlí: Temporada 1: Platón","17/3/17"
"Merlí: Temporada 1: Los peripatéticos","17/3/17"
"TE3N","16/3/17"
"Es cuestión de fe","16/3/17"
"Conquistando a mi suegro","16/3/17"
"The Young Victoria","16/3/17"
"Todos Quieren Ser Italianos","13/3/17"
"Jane Eyre","13/3/17"
"Una vida mejor","11/3/17"
"One More Time: Temporada 1: Episodio 1","11/3/17"
"El señor de los caballos","10/3/17"
"El retrato perfecto","9/3/17"
"Medianoche en París","9/3/17"
"Hateship Loveship","9/3/17"
"Aquí en la Tierra","9/3/17"
"Incondicional","7/3/17"
"Las Leyendas: Temporada 1: La profecía","5/3/17"
"La cruda verdad","3/3/17"
"Enemigo invisible","2/3/17"
"Gravity Falls: Un verano de misterios: Temporada 2: El juego de Blendin","2/3/17"
"¿Dónde quedó el amor?","28/2/17"
"Vis a vis: Temporada 2: A un mono, dos pistolas","28/2/17"
"Vis a vis: Temporada 1: El principio de las tortugas","28/2/17"
"Vis a vis: Temporada 1: Gato gris","28/2/17"
